team1,team2,winner,venue,city,date,toss_winner
Gujarat Titans,Rajasthan Royals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Jaipur,2025-04-28,Rajasthan Royals
Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi,2025-04-29,Delhi Capitals
Chennai Super Kings,Punjab Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2025-04-30,Punjab Kings
Mumbai Indians,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Jaipur,2025-05-01,Rajasthan Royals
Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2025-05-02,Sunrisers Hyderabad
Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2025-05-03,Chennai Super Kings
Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2025-05-04,Kolkata Knight Riders
Punjab Kings,Lucknow Super Giants,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2025-05-04,Lucknow Super Giants
Delhi Capitals,Sunrisers Hyderabad,No Result,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2025-05-05,Sunrisers Hyderabad
Mumbai Indians,Gujarat Titans,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai,2025-05-06,Gujarat Titans
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata,2025-05-07,Kolkata Knight Riders
Punjab Kings,Delhi Capitals,No Result,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2025-05-08,Punjab Kings
Punjab Kings,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,2025-05-18,Punjab Kings
Delhi Capitals,Gujarat Titans,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Delhi,2025-05-18,Gujarat Titans
Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2025-05-19,Sunrisers Hyderabad
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi,2025-05-20,Rajasthan Royals
Mumbai Indians,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai,2025-05-21,Delhi Capitals
Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2025-05-22,Gujarat Titans
Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2025-05-23,Royal Challengers Bengaluru
Chennai Super Kings,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2025-05-25,Chennai Super Kings
Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi,2025-05-25,Sunrisers Hyderabad
Mumbai Indians,Punjab Kings,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,2025-05-26,Punjab Kings
Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2025-05-27,Royal Challengers Bengaluru
Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",New Chandigarh,2025-05-29,Royal Challengers Bengaluru
Mumbai Indians,Gujarat Titans,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,2025-05-30,Mumbai Indians
Mumbai Indians,Punjab Kings,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2025-06-01,Punjab Kings
Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2025-06-03,Punjab Kings
Punjab Kings,Delhi Capitals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Jaipur,2025-05-24,Delhi Capitals
Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2026-03-28,Royal Challengers Bengaluru
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai,2026-03-29,Mumbai Indians
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Guwahati,2026-03-30,Rajasthan Royals
Gujarat Titans,Punjab Kings,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,2026-03-31,Punjab Kings
Lucknow Super Giants,Delhi Capitals,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2026-04-01,Delhi Capitals
Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata,2026-04-02,Kolkata Knight Riders
Chennai Super Kings,Punjab Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2026-04-03,Punjab Kings
Mumbai Indians,Delhi Capitals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi,2026-04-04,Delhi Capitals
Rajasthan Royals,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-04-04,Rajasthan Royals
Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2026-04-05,Lucknow Super Giants
Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2026-04-05,Chennai Super Kings
Kolkata Knight Riders,Punjab Kings,No Result,"Eden Gardens, Kolkata",Kolkata,2026-04-06,Kolkata Knight Riders
Rajasthan Royals,Mumbai Indians,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Guwahati,2026-04-07,Mumbai Indians
Gujarat Titans,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Delhi,2026-04-08,Delhi Capitals
Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata,2026-04-09,Lucknow Super Giants
Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Guwahati,2026-04-10,Rajasthan Royals
Sunrisers Hyderabad,Punjab Kings,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,2026-04-11,Punjab Kings
Chennai Super Kings,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2026-04-11,Delhi Capitals
Lucknow Super Giants,Gujarat Titans,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2026-04-12,Gujarat Titans
Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai,2026-04-12,Mumbai Indians
Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2026-04-13,Rajasthan Royals
Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2026-04-14,Kolkata Knight Riders
Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2026-04-15,Royal Challengers Bengaluru
Mumbai Indians,Punjab Kings,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai,2026-04-16,Punjab Kings
Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-04-17,Kolkata Knight Riders
Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2026-04-18,Delhi Capitals
Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2026-04-18,Chennai Super Kings
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2026-04-19,Rajasthan Royals
Punjab Kings,Lucknow Super Giants,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,2026-04-19,Lucknow Super Giants
Mumbai Indians,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-04-20,Gujarat Titans
Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2026-04-21,Delhi Capitals
Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2026-04-22,Lucknow Super Giants
Chennai Super Kings,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai,2026-04-23,Mumbai Indians
Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,2026-04-24,Royal Challengers Bengaluru
Delhi Capitals,Punjab Kings,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi,2026-04-25,Delhi Capitals
Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Jaipur,2026-04-25,Sunrisers Hyderabad
Chennai Super Kings,Gujarat Titans,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2026-04-26,Gujarat Titans
Kolkata Knight Riders,Lucknow Super Giants,No Result,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2026-04-26,Lucknow Super Giants
Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",Delhi,2026-04-27,Royal Challengers Bengaluru
Punjab Kings,Rajasthan Royals,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,2026-04-28,Rajasthan Royals
Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai,2026-04-29,Mumbai Indians
Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-04-30,Gujarat Titans
Rajasthan Royals,Delhi Capitals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Jaipur,2026-05-01,Rajasthan Royals
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2026-05-02,Mumbai Indians
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2026-05-03,Sunrisers Hyderabad
Punjab Kings,Gujarat Titans,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-05-03,Gujarat Titans
Lucknow Super Giants,Mumbai Indians,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai,2026-05-04,Mumbai Indians
Delhi Capitals,Chennai Super Kings,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi,2026-05-05,Delhi Capitals
Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2026-05-06,Punjab Kings
Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2026-05-07,Royal Challengers Bengaluru
Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi,2026-05-08,Kolkata Knight Riders
Gujarat Titans,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Jaipur,2026-05-09,Rajasthan Royals
Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2026-05-10,Chennai Super Kings
Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,2026-05-10,Royal Challengers Bengaluru
Punjab Kings,Delhi Capitals,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2026-05-11,Delhi Capitals
Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-05-12,Sunrisers Hyderabad
Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,2026-05-13,Royal Challengers Bengaluru
Punjab Kings,Mumbai Indians,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2026-05-14,Mumbai Indians
Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2026-05-15,Lucknow Super Giants
Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2026-05-16,Gujarat Titans
Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2026-05-17,Punjab Kings
Rajasthan Royals,Delhi Capitals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi,2026-05-17,Delhi Capitals
Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2026-05-18,Chennai Super Kings
Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Jaipur,2026-05-19,Rajasthan Royals
Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2026-05-20,Kolkata Knight Riders
Gujarat Titans,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-05-21,Chennai Super Kings
Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2026-05-22,Sunrisers Hyderabad
Lucknow Super Giants,Punjab Kings,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,2026-05-23,Punjab Kings
Rajasthan Royals,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai,2026-05-24,Mumbai Indians
Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata,2026-05-24,Kolkata Knight Riders
Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2026-05-26,Gujarat Titans
Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,2026-05-27,Sunrisers Hyderabad
Rajasthan Royals,Gujarat Titans,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,2026-05-29,Rajasthan Royals
Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2026-05-31,Royal Challengers Bengaluru
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,2008-04-18,Royal Challengers Bangalore
Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2008-04-19,Chennai Super Kings
Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Delhi,2008-04-19,Rajasthan Royals
Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,2008-04-20,Mumbai Indians
Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,Kolkata,2008-04-20,Deccan Chargers
Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-04-21,Kings XI Punjab
Deccan Chargers,Delhi Daredevils,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2008-04-22,Deccan Chargers
Chennai Super Kings,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,2008-04-23,Mumbai Indians
Deccan Chargers,Rajasthan Royals,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2008-04-24,Rajasthan Royals
Kings XI Punjab,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2008-04-25,Mumbai Indians
Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,2008-04-26,Rajasthan Royals
Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,2008-04-26,Kolkata Knight Riders
Mumbai Indians,Deccan Chargers,Deccan Chargers,Dr DY Patil Sports Academy,Mumbai,2008-04-27,Deccan Chargers
Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2008-04-27,Delhi Daredevils
Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Bangalore,2008-04-28,Chennai Super Kings
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Eden Gardens,Kolkata,2008-04-29,Kolkata Knight Riders
Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Delhi,2008-04-30,Royal Challengers Bangalore
Deccan Chargers,Kings XI Punjab,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2008-05-01,Kings XI Punjab
Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-01,Rajasthan Royals
Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai,2008-05-02,Chennai Super Kings
Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2008-05-25,Deccan Chargers
Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2008-05-03,Kings XI Punjab
Mumbai Indians,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai,2008-05-04,Delhi Daredevils
Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-04,Chennai Super Kings
Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,M Chinnaswamy Stadium,Bangalore,2008-05-05,Kings XI Punjab
Chennai Super Kings,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai,2008-05-06,Deccan Chargers
Mumbai Indians,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai,2008-05-07,Mumbai Indians
Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Delhi,2008-05-08,Chennai Super Kings
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata,2008-05-08,Kolkata Knight Riders
Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-09,Rajasthan Royals
Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,2008-05-28,Mumbai Indians
Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,2008-05-10,Kings XI Punjab
Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2008-05-11,Kolkata Knight Riders
Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-11,Rajasthan Royals
Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2008-05-12,Royal Challengers Bangalore
Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Kolkata,2008-05-13,Kolkata Knight Riders
Mumbai Indians,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Mumbai,2008-05-14,Mumbai Indians
Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2008-05-28,Rajasthan Royals
Delhi Daredevils,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,Delhi,2008-05-15,Deccan Chargers
Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai,2008-05-16,Mumbai Indians
Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Feroz Shah Kotla,Delhi,2008-05-17,Delhi Daredevils
Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-17,Royal Challengers Bangalore
Deccan Chargers,Mumbai Indians,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2008-05-18,Deccan Chargers
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Kolkata,2008-05-18,Kolkata Knight Riders
Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,M Chinnaswamy Stadium,Bangalore,2008-05-19,Delhi Daredevils
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Eden Gardens,Kolkata,2008-05-20,Rajasthan Royals
Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Wankhede Stadium,Mumbai,2008-05-21,Mumbai Indians
Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai,2008-05-21,Royal Challengers Bangalore
Kings XI Punjab,Deccan Chargers,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2008-05-23,Kings XI Punjab
Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi,2008-05-24,Delhi Daredevils
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai,2008-05-24,Rajasthan Royals
Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,Bangalore,2008-05-03,Deccan Chargers
Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kolkata,2008-05-25,Kings XI Punjab
Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2008-05-26,Rajasthan Royals
Deccan Chargers,Chennai Super Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2008-05-27,Deccan Chargers
Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Wankhede Stadium,Mumbai,2008-05-30,Delhi Daredevils
Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,Mumbai,2008-05-31,Kings XI Punjab
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Dr DY Patil Sports Academy,Mumbai,2008-06-01,Rajasthan Royals
Chennai Super Kings,Mumbai Indians,Mumbai Indians,Newlands,Cape Town,2009-04-18,Chennai Super Kings
Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Newlands,Cape Town,2009-04-18,Royal Challengers Bangalore
Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Newlands,Cape Town,2009-04-19,Delhi Daredevils
Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,Newlands,Cape Town,2009-04-19,Kolkata Knight Riders
Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,St George's Park,Port Elizabeth,2009-04-20,Chennai Super Kings
Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Kingsmead,Durban,2009-04-21,Kolkata Knight Riders
Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,Newlands,Cape Town,2009-04-22,Deccan Chargers
Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Kingsmead,Durban,2009-04-23,Delhi Daredevils
Kolkata Knight Riders,Rajasthan Royals,No Result,Newlands,Cape Town,2009-04-23,Kolkata Knight Riders
Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Kingsmead,Durban,2009-04-24,Royal Challengers Bangalore
Deccan Chargers,Mumbai Indians,Deccan Chargers,Kingsmead,Durban,2009-04-25,Deccan Chargers
Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,St George's Park,Port Elizabeth,2009-04-26,Royal Challengers Bangalore
Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Newlands,Cape Town,2009-04-26,Kings XI Punjab
Chennai Super Kings,Deccan Chargers,Deccan Chargers,Kingsmead,Durban,2009-04-27,Deccan Chargers
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,St George's Park,Port Elizabeth,2009-04-27,Mumbai Indians
Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,SuperSport Park,Centurion,2009-04-28,Delhi Daredevils
Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Kingsmead,Durban,2009-04-29,Kolkata Knight Riders
Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Kingsmead,Durban,2009-04-29,Kings XI Punjab
Deccan Chargers,Delhi Daredevils,Delhi Daredevils,SuperSport Park,Centurion,2009-04-30,Delhi Daredevils
Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,SuperSport Park,Centurion,2009-04-30,Rajasthan Royals
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Buffalo Park,East London,2009-05-01,Mumbai Indians
Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Kingsmead,Durban,2009-05-01,Royal Challengers Bangalore
Deccan Chargers,Rajasthan Royals,Rajasthan Royals,St George's Park,Port Elizabeth,2009-05-02,Deccan Chargers
Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,New Wanderers Stadium,Johannesburg,2009-05-02,Delhi Daredevils
Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,St George's Park,Port Elizabeth,2009-05-03,Kolkata Knight Riders
Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,New Wanderers Stadium,Johannesburg,2009-05-03,Mumbai Indians
Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Buffalo Park,East London,2009-05-04,Chennai Super Kings
Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Kingsmead,Durban,2009-05-05,Kings XI Punjab
Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,Kingsmead,Durban,2009-05-05,Kolkata Knight Riders
Deccan Chargers,Mumbai Indians,Deccan Chargers,SuperSport Park,Centurion,2009-05-06,Deccan Chargers
